"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Monte Harrison","Marlins","106","451","408","86","14","2","12","50","40","33","162","8","22","5",".211",".282",".343",".625",".272","0.0","2.0","-0.1","sa828691"
"Leody Taveras","Rangers","138","609","558","139","18","6","7","61","43","44","120","0","22","14",".249",".302",".341",".643",".278","8.0","-2.0","-0.1","sa912520"
"Nicky Delmonico","White Sox","69","264","236","54","12","1","9","30","29","24","73","3","2","1",".229",".307",".403",".709",".302","-3.0","-0.2","-0.1","13157"
"Greg Allen","Indians","130","484","433","104","19","4","7","57","40","27","105","16","20","7",".240",".307",".351",".658",".285","5.0","0.7","-0.1","16623"
"Jack Reinheimer","Twins","111","432","390","87","15","2","5","44","32","35","99","2","12","5",".223",".288",".310",".598",".262","2.0","0.0","-0.1","14938"
"Craig Gentry","","82","216","196","50","7","2","2","21","16","15","45","2","10","4",".255",".313",".342",".655",".286","3.0","0.1","-0.1","9571"
"Ben Gamel","Brewers","137","461","411","104","22","4","8","58","44","43","114","3","6","3",".253",".326",".384",".711",".305","-1.0","-0.4","-0.1","12160"
"Alejandro De Aza","","57","180","159","37","7","1","4","20","17","16","39","3","3","0",".233",".313",".365",".678",".292","-1.0","0.5","-0.1","3371"
"Charlie Culberson","Braves","118","298","279","67","13","2","8","31","34","15","77","2","2","2",".240",".283",".387",".670",".283","5.0","-0.6","-0.1","3298"
"Jarrett Parker","Mets","96","371","325","66","12","1","15","44","46","42","133","3","2","2",".203",".299",".385",".684",".293","0.0","-0.6","-0.1","11624"
"Carlos Tocci","","116","426","389","96","14","4","4","42","31","26","83","5","4","7",".247",".300",".334",".634",".276","6.0","-2.5","-0.1","14558"
"Ka'ai Tom","Indians","126","523","469","109","22","5","16","60","59","43","143","6","7","6",".232",".303",".403",".706",".299","1.0","-1.5","-0.1","sa875069"
"Daz Cameron","Tigers","125","542","484","105","21","6","12","59","50","45","151","11","16","9",".217",".297",".360",".657",".285","-3.0","-1.0","-0.1","sa874736"
"Andrew Velazquez","Orioles","104","387","362","83","16","4","8","41","36","20","112","3","11","6",".229",".275",".362",".637",".272","3.0","-0.6","-0.1","14196"
"Travis Jankowski","Reds","99","329","293","71","10","1","2","39","16","33","73","2","16","7",".242",".323",".304",".627",".281","1.0","0.0","-0.1","13768"
"Steven Kwan","Indians","127","550","504","127","23","6","3","56","38","38","66","3","9","7",".252",".306",".339",".645",".280","2.0","-1.5","-0.1","sa3008536"
"Jimmy Kerrigan","Twins","99","388","362","78","13","1","12","37","37","15","128","7","8","6",".215",".258",".356",".615",".260","6.0","-1.2","-0.1","sa3005235"
"Tony Renda","","76","293","273","71","17","1","4","30","26","15","42","3","6","2",".260",".305",".374",".678",".290","-3.0","0.2","-0.1","13443"
"DJ Peters","Dodgers","127","550","487","95","18","3","22","63","67","46","223","14","2","2",".195",".282",".380",".662",".284","-3.0","-0.7","-0.1","sa829712"
"Chris Owings","","112","397","367","92","20","3","11","45","49","24","110","3","13","5",".251",".301",".411",".712",".300","1.0","0.2","-0.1","10030"
"Brandon Marsh","Angels","127","558","508","110","19","3","10","55","45","46","170","2","16","6",".217",".283",".325",".608",".264","3.0","0.3","-0.1","sa917944"
"Taylor Motter","","92","351","319","64","14","1","10","36","36","27","87","2","8","4",".201",".265",".345",".610",".262","2.0","-0.3","-0.1","12399"
"Brandon Guyer","","75","212","184","40","9","1","4","22","18","13","44","13","1","1",".217",".313",".342",".655",".290","0.0","-0.3","-0.1","2636"
"Luke Raley","Dodgers","102","445","408","94","15","5","14","52","50","21","134","13","5","1",".230",".288",".395",".682",".288","1.0","0.4","-0.1","sa918048"
"Dwight Smith Jr.","Orioles","112","436","394","95","21","2","12","48","50","33","90","4","7","3",".241",".303",".396",".699",".298","-2.0","-0.1","-0.1","13473"
"Michael Hermosillo","Angels","97","409","364","77","13","3","12","47","40","29","128","11","11","7",".212",".287",".363",".650",".281","-3.0","-1.0","-0.2","16285"
"Justin Toerner","Cardinals","104","434","378","83","11","2","8","47","33","46","113","7","11","9",".220",".315",".323",".638",".282","6.0","-2.0","-0.2","sa3006735"
"Dylan Cozens","Rays","102","402","351","62","12","2","20","49","59","47","193","1","9","4",".177",".274",".393",".667",".281","1.0","-0.1","-0.2","15115"
"Guillermo Heredia","Pirates","113","351","308","75","16","1","6","39","26","29","62","8","3","4",".244",".322",".360",".682",".298","-5.0","-1.3","-0.2","18721"
"Justin Williams","Cardinals","98","381","350","86","15","1","11","42","42","26","94","2","3","2",".246",".300",".389",".689",".293","0.0","-0.5","-0.2","15490"
"Donnie Dewees","Cubs","121","493","450","108","19","6","9","53","49","33","88","4","10","5",".240",".296",".369",".665",".284","6.0","-0.4","-0.2","sa858802"
"Alexander Palma","Brewers","56","217","204","49","10","1","7","23","23","10","49","2","3","1",".240",".281",".402",".683",".288","1.0","0.1","-0.2","sa739541"
"Skye Bolt","Athletics","107","433","391","79","19","3","10","44","42","34","140","3","7","5",".202",".269",".343",".612",".263","9.0","-1.0","-0.2","17723"
"Henry Ramos","","96","363","337","87","17","2","10","40","40","21","74","1","4","3",".258",".302",".409",".711",".300","1.0","-0.7","-0.2","sa548440"
"Jaycob Brugman","","88","365","333","77","15","2","14","40","43","28","104","2","2","1",".231",".293",".414",".708",".298","-4.0","-0.2","-0.2","14936"
"Josh Palacios","Blue Jays","100","439","396","85","16","2","8","44","37","36","124","4","11","7",".215",".285",".326",".611",".266","3.0","-1.1","-0.2","sa829562"
"Andrew Aplin","","72","274","245","53","11","1","5","29","23","25","59","2","5","2",".216",".293",".331",".624",".273","5.0","0.0","-0.2","sa502787"
"Dom Thompson-Williams","Mariners","109","448","415","83","16","2","14","43","42","26","167","5","11","5",".200",".254",".349",".604",".256","4.0","-0.2","-0.2","sa829483"
"Travis Swaggerty","Pirates","118","509","459","101","16","3","9","54","38","42","138","2","17","9",".220",".287",".327",".614",".268","5.0","-0.8","-0.2","sa3007512"
"Jason Martin","Pirates","126","496","454","110","26","6","11","54","52","35","115","1","10","8",".242",".296",".399",".695",".294","2.0","-1.7","-0.2","16429"
"Blake Swihart","Rangers","73","235","212","43","6","1","6","28","23","21","70","1","2","1",".203",".277",".325",".602",".263","0.0","-0.1","-0.2","13176"
"Eric Filia","Mariners","87","378","337","86","16","1","4","40","30","35","44","3","3","2",".255",".328",".344",".672",".292","-3.0","-0.5","-0.2","sa827359"
"Ben DeLuzio","Diamondbacks","105","408","369","83","15","5","3","40","28","28","108","7","18","10",".225",".290",".317",".607",".265","6.0","-1.0","-0.2","sa737626"
"Ryan McKenna","Orioles","134","569","508","116","21","4","11","64","49","47","138","6","17","11",".228",".300",".350",".651",".282","-2.0","-1.7","-0.2","sa875055"
