"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Jared James","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".303",".387",".690",".295","","80","0.0","0.0","","0.0","0.0","0.0","sa829527"
"Ryan McKenna","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".309",".371",".679",".293","","78","0.0","0.0","","0.0","0.0","0.0","sa875055"
"Adam Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".305",".424",".729",".307","","88","0.0","0.0","","0.0","0.0","0.0","6368"
"Rusney Castillo","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".279",".316",".411",".727",".309","","86","0.0","0.0","","0.0","0.0","0.0","17016"
"Jared Oliva","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".310",".375",".685",".295","","81","0.0","0.0","","0.0","0.0","0.0","sa915844"
"Mark Payton","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".305",".405",".710",".302","","81","0.0","0.0","","0.0","0.0","0.0","sa549855"
"Connor Joe","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".313",".368",".681",".295","","84","0.0","0.0","","0.0","0.0","0.0","16572"
"Matt Szczur","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".314",".392",".705",".303","","84","0.0","0.0","","0.0","0.0","0.0","11255"
"Jon Kemmer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".293",".396",".689",".293","","82","0.0","0.0","","0.0","0.0","0.0","sa738208"
"Joey Rickard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".311",".377",".688",".296","","84","0.0","0.0","","0.0","0.0","0.0","13277"
"Moises Sierra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".328",".390",".717",".308","","86","0.0","0.0","","0.0","0.0","0.0","6050"
"Miles Mastrobuoni","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".305",".328",".633",".276","","72","0.0","0.0","","0.0","0.0","0.0","sa918318"
"J.J. Matijevic","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".279",".393",".672",".284","","78","0.0","0.0","","0.0","0.0","0.0","sa829488"
"Jorge Bonifacio","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".298",".401",".699",".297","","82","0.0","0.0","","0.0","0.0","0.0","12174"
"Nick Longhi","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".301",".395",".696",".296","","78","0.0","0.0","","0.0","0.0","0.0","sa738434"
"Lars Nootbaar","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".306",".374",".680",".292","","81","0.0","0.0","","0.0","0.0","0.0","sa3006649"
"Carlos Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".302",".401",".703",".300","","84","0.0","0.0","","0.0","0.0","0.0","4881"
"Rosell Herrera","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".305",".363",".668",".288","","77","0.0","0.0","","0.0","0.0","0.0","11611"
"Nick Franklin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".300",".372",".672",".289","","77","0.0","0.0","","0.0","0.0","0.0","10166"
"Ernie De La Trinidad","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".304",".368",".672",".289","","77","0.0","0.0","","0.0","0.0","0.0","sa3003955"
"Edgar Corcino","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".305",".386",".691",".294","","76","0.0","0.0","","0.0","0.0","0.0","sa502309"
"Heliot Ramos","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".297",".380",".677",".289","","80","0.0","0.0","","0.0","0.0","0.0","sa3004693"
"Carmen Benedetti","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".297",".354",".651",".282","","76","0.0","0.0","","0.0","0.0","0.0","sa918269"
"Dylan Cozens","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".286",".392",".677",".288","","81","0.0","0.0","","0.0","0.0","0.0","15115"
"Dario Pizzano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".309",".371",".680",".292","","78","0.0","0.0","","0.0","0.0","0.0","sa658253"
"Mike Papi","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".314",".361",".675",".293","","76","0.0","0.0","","0.0","0.0","0.0","sa599318"
"Drew Waters","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".303",".394",".697",".296","","79","0.0","0.0","","0.0","0.0","0.0","sa3004378"
"Brock Lundquist","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".293",".374",".667",".285","","75","0.0","0.0","","0.0","0.0","0.0","sa3002834"
"Ben Ruta","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".296",".369",".665",".285","","75","0.0","0.0","","0.0","0.0","0.0","sa918694"
"Chris Sharpe","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".298",".382",".680",".291","","78","0.0","0.0","","0.0","0.0","0.0","sa3004726"
"Christopher Bostick","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".298",".361",".659",".284","","73","0.0","0.0","","0.0","0.0","0.0","13718"
"Daniel Sweet","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".304",".365",".669",".289","","77","0.0","0.0","","0.0","0.0","0.0","sa658561"
"Mikie Mahtook","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".296",".412",".708",".299","","82","0.0","0.0","","0.0","0.0","0.0","13130"
"Bryan De La Cruz","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".293",".360",".653",".280","","75","0.0","0.0","","0.0","0.0","0.0","sa828304"
"Tyler Ramirez","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".303",".338",".641",".280","","75","0.0","0.0","","0.0","0.0","0.0","sa873260"
"Curtis Granderson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".310",".393",".703",".302","","85","0.0","0.0","","0.0","0.0","0.0","4747"
"Marcus Wilson","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".297",".384",".681",".291","","75","0.0","0.0","","0.0","0.0","0.0","sa828703"
"John Andreoli","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".321",".350",".671",".294","","77","0.0","0.0","","0.0","0.0","0.0","13012"
"Leandro Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".286",".400",".686",".290","","77","0.0","0.0","","0.0","0.0","0.0","sa455746"
"Jarrett Parker","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".301",".384",".685",".292","","83","0.0","0.0","","0.0","0.0","0.0","11624"
"Patrick Kivlehan","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".286",".413",".699",".294","","81","0.0","0.0","","0.0","0.0","0.0","13910"
"Rafael Ortega","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".316",".382",".698",".299","","81","0.0","0.0","","0.0","0.0","0.0","10323"
"Brennon Lund","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".294",".358",".652",".280","","74","0.0","0.0","","0.0","0.0","0.0","sa857730"
"Johan Mieses","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".280",".402",".682",".288","","76","0.0","0.0","","0.0","0.0","0.0","sa747574"
"Hunter Cole","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".305",".393",".697",".297","","74","0.0","0.0","","0.0","0.0","0.0","sa603087"
"Aneury Tavarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".301",".380",".681",".290","","74","0.0","0.0","","0.0","0.0","0.0","sa598684"
"Sebastian Elizalde","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".302",".370",".673",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa544568"
"Connor Marabell","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".296",".384",".680",".289","","74","0.0","0.0","","0.0","0.0","0.0","sa858026"
"Anthony Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".298",".364",".662",".285","","77","0.0","0.0","","0.0","0.0","0.0","sa502038"
"DJ Peters","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".285",".378",".663",".284","","76","0.0","0.0","","0.0","0.0","0.0","sa829712"
"Stuart Fairchild","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".302",".387",".688",".294","","76","0.0","0.0","","0.0","0.0","0.0","sa829822"
"Alen Hanson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".277",".370",".647",".274","","68","0.0","0.0","","0.0","0.0","0.0","12926"
"Yeison Asencio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".288",".389",".678",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa548016"
"Ruben Sosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".309",".352",".660",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa599247"
"Jan Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".272",".380",".652",".277","","68","0.0","0.0","","0.0","0.0","0.0","sa737639"
"Zack Granite","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".303",".349",".653",".282","","73","0.0","0.0","","0.0","0.0","0.0","15343"
"Dustin Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".293",".384",".677",".288","","76","0.0","0.0","","0.0","0.0","0.0","15189"
"Gerardo Parra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".301",".387",".688",".292","","78","0.0","0.0","","0.0","0.0","0.0","8553"
"Kevin Krause","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".274",".326",".600",".261","","58","0.0","0.0","","-0.1","0.0","0.0","sa827200"
"Aaron Altherr","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".301",".385",".685",".294","","80","0.0","0.0","","0.0","0.0","0.0","11270"
"Chad Spanberger","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".291",".399",".690",".291","","76","0.0","0.0","","0.0","0.0","0.0","sa3004242"
"Danny Woodrow","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".308",".344",".652",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa918257"
"Mike Gerber","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".287",".384",".671",".286","","77","0.0","0.0","","0.0","0.0","0.0","16115"
"Jaycob Brugman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".291",".368",".659",".282","","77","0.0","0.0","","0.0","0.0","0.0","14936"
"Cade Gotta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".302",".358",".659",".285","","74","0.0","0.0","","0.0","0.0","0.0","sa829411"
"Daniel Carbonell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".293",".377",".670",".286","","75","0.0","0.0","","0.0","0.0","0.0","sa829978"
"Chris Young","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".302",".406",".708",".302","","85","0.0","0.0","","0.0","0.0","0.0","3882"
"Chuck Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".306",".350",".657",".285","","74","0.0","0.0","","0.0","0.0","0.0","sa658001"
"Jimmy Kerrigan","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".273",".398",".671",".282","","72","0.0","0.0","","0.0","0.0","0.0","sa3005235"
"Drew Weeks","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".310",".428",".737",".312","","76","0.0","0.0","","0.0","0.0","0.0","sa602429"
"Alex Burg","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".267",".339",".605",".260","","57","0.0","0.0","","-0.1","0.0","0.0","sa502124"
"Henry Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".290",".373",".663",".283","","75","0.0","0.0","","0.0","0.0","0.0","sa548440"
"Jesus Valdez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".287",".391",".678",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa244229"
"Tito Polo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".293",".373",".666",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa657705"
"Socrates Brito","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".291",".396",".686",".290","","78","0.0","0.0","","0.0","0.0","0.0","12944"
"Corey Julks","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".290",".345",".635",".275","","71","0.0","0.0","","0.0","0.0","0.0","sa913274"
"Jose Pujols","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".280",".404",".683",".289","","75","0.0","0.0","","0.0","0.0","0.0","sa739662"
"Eduard Pinto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".296",".369",".664",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa579381"
"Ramiro Rodriguez","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".286",".349",".635",".275","","71","0.0","0.0","","0.0","0.0","0.0","sa917287"
"TJ Friedl","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".308",".365",".674",".291","","74","0.0","0.0","","0.0","0.0","0.0","sa943754"
"Ian Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".298",".338",".636",".276","","68","0.0","0.0","","0.0","0.0","0.0","15156"
"Jacob Heyward","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".308",".330",".638",".282","","75","0.0","0.0","","0.0","0.0","0.0","sa738955"
"Connor Panas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".287",".378",".665",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa875228"
"Preston Tucker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".299",".406",".704",".299","","83","0.0","0.0","","0.0","0.0","0.0","13633"
"Rodrigo Orozco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".306",".347",".653",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa740813"
"Alex Kowalczyk","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".276",".344",".620",".267","","54","0.0","0.0","","-0.1","0.0","0.0","sa918272"
"John Norwood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".293",".368",".661",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa598986"
"Narciso Crook","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".289",".397",".686",".291","","74","0.0","0.0","","0.0","0.0","0.0","sa738300"
"Donnie Dewees","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".296",".374",".670",".287","","74","0.0","0.0","","0.0","0.0","0.0","sa858802"
"Allen Cordoba","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".287",".337",".624",".269","","65","0.0","0.0","","0.0","0.0","0.0","15722"
"Kevin Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".306",".348",".654",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa599801"
"Adam Brett Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".400",".671",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa621791"
"Jack Reinheimer","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".297",".325",".622",".272","","65","0.0","0.0","","0.0","0.0","0.0","14938"
"Luigi Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".282",".385",".667",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa547914"
"Barrett Barnes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".297",".357",".654",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa577859"
"Ben DeLuzio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".306",".363",".668",".288","","74","0.0","0.0","","0.0","0.0","0.0","sa737626"
"Joey Curletta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".294",".363",".657",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa658025"
"Dairon Blanco","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".290",".366",".656",".280","","70","0.0","0.0","","0.0","0.0","0.0","sa3005386"
"Micker Adolfo","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".281",".359",".640",".275","","70","0.0","0.0","","0.0","0.0","0.0","sa830303"
"Drew Avans","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".286",".369",".655",".280","","73","0.0","0.0","","0.0","0.0","0.0","sa3006937"
"Forrestt Allday","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".314",".330",".644",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa737849"
"Mark Karaviotis","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".308",".353",".661",".287","","73","0.0","0.0","","0.0","0.0","0.0","sa738977"
"Dalton Pompey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".303",".347",".650",".283","","72","0.0","0.0","","0.0","0.0","0.0","12797"
"Taylor Trammell","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".303",".343",".646",".282","","73","0.0","0.0","","0.0","0.0","0.0","sa917943"
"Heath Quinn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".292",".356",".648",".280","","73","0.0","0.0","","0.0","0.0","0.0","sa737904"
"Shane Robinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".300",".346",".646",".280","","72","0.0","0.0","","0.0","0.0","0.0","4249"
"Jeremy Barfield","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".286",".382",".668",".285","","71","0.0","0.0","","0.0","0.0","0.0","sa327073"
"Dylan Rosa","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".279",".379",".657",".279","","70","0.0","0.0","","0.0","0.0","0.0","sa3004285"
"Dillon Thomas","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".284",".351",".635",".273","","70","0.0","0.0","","0.0","0.0","0.0","sa597958"
"Ricky Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".271",".404",".675",".283","","72","0.0","0.0","","0.0","0.0","0.0","sa462415"
"Cody Jones","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".304",".336",".640",".280","","70","0.0","0.0","","0.0","0.0","0.0","sa829826"
"Jake Elmore","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".329",".338",".667",".292","","79","0.0","0.0","","0.0","0.0","0.0","7290"
"Danry Vasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".295",".361",".656",".282","","72","0.0","0.0","","0.0","0.0","0.0","sa598653"
"Anthony Gose","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".298",".368",".666",".287","","72","0.0","0.0","","0.0","0.0","0.0","5097"
"Alec Keller","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".269",".312",".358",".670",".289","","73","0.0","0.0","","0.0","0.0","0.0","sa829219"
"Zack Zehner","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".286",".358",".644",".277","","70","0.0","0.0","","0.0","0.0","0.0","sa829122"
"Jake Meyers","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".281",".352",".634",".272","","70","0.0","0.0","","0.0","0.0","0.0","sa3004621"
"Jay Austin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".290",".372",".662",".282","","72","0.0","0.0","","0.0","0.0","0.0","sa454430"
"Taylor Kohlwey","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".300",".349",".649",".281","","73","0.0","0.0","","0.0","0.0","0.0","sa918457"
"Luis Liberato","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".281",".353",".634",".271","","70","0.0","0.0","","0.0","0.0","0.0","sa737020"
"Rob Segedin","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".285",".375",".661",".282","","75","0.0","0.0","","0.0","0.0","0.0","11446"
"Nathan Lukes","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".286",".344",".630",".272","","70","0.0","0.0","","0.0","0.0","0.0","sa875215"
"Chris Marrero","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".296",".393",".689",".294","","76","0.0","0.0","","0.0","0.0","0.0","2852"
"Jahmai Jones","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".284",".322",".606",".264","","63","0.0","0.0","","0.0","0.0","0.0","sa874807"
"Cal Stevenson","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".298",".320",".618",".272","","69","0.0","0.0","","0.0","0.0","0.0","sa3006871"
"Cam Gibson","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".290",".354",".645",".278","","69","0.0","0.0","","0.0","0.0","0.0","sa659281"
"Brandon Guyer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".298",".379",".677",".291","","78","0.0","0.0","","0.0","0.0","0.0","2636"
"Chad Sedio","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".281",".343",".624",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa918611"
"Jodd Carter","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".291",".366",".657",".283","","69","0.0","0.0","","0.0","0.0","0.0","sa829534"
"Pedro Florimon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".291",".338",".629",".274","","66","0.0","0.0","","0.0","0.0","0.0","8385"
"Logan Hill","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".288",".371",".659",".282","","72","0.0","0.0","","0.0","0.0","0.0","sa875822"
"Jose Bautista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".318",".369",".687",".299","","83","0.0","0.0","","0.0","0.0","0.0","1887"
"Zach Jarrett","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".285",".369",".654",".279","","69","0.0","0.0","","0.0","0.0","0.0","sa3002883"
"Brian Miller","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".301",".344",".644",".278","","72","0.0","0.0","","0.0","0.0","0.0","sa915826"
"Tyler Neslony","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".299",".369",".668",".286","","72","0.0","0.0","","0.0","0.0","0.0","sa918131"
"Devyn Bolasky","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".297",".352",".649",".280","","71","0.0","0.0","","0.0","0.0","0.0","sa829558"
"Stephen Wrenn","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".281",".344",".625",".270","","68","0.0","0.0","","0.0","0.0","0.0","sa738419"
"Brady Policelli","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".321",".583",".252","","51","0.0","0.0","","-0.1","0.0","0.0","sa918279"
"Scott Schebler","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".296",".400",".696",".296","","77","0.0","0.0","","0.0","0.0","0.0","12225"
"Luke Tendler","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".291",".369",".660",".283","","69","0.0","0.0","","0.0","0.0","0.0","sa829644"
"Ademar Rifaela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".284",".376",".660",".280","","70","0.0","0.0","","0.0","0.0","0.0","sa736911"
"Blake Rutherford","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".284",".353",".638",".273","","69","0.0","0.0","","0.0","0.0","0.0","sa917932"
"Roel Santos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".291",".366",".657",".281","","71","0.0","0.0","","0.0","0.0","0.0","sa3010388"
"Luis Alexander Basabe","White Sox","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".217",".286",".338",".625",".271","","67","0.0","0.0","","-0.3","0.0","0.0","sa736915"
"Derek Hill","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".285",".359",".644",".277","","68","0.0","0.0","","0.0","0.0","0.0","sa828670"
"Keith Curcio","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".299",".358",".657",".282","","68","0.0","0.0","","0.0","0.0","0.0","sa829045"
"Jonathan Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".292",".360",".652",".280","","71","0.0","0.0","","0.0","0.0","0.0","sa526453"
"Jacob Scavuzzo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".266",".398",".664",".279","","70","0.0","0.0","","0.0","0.0","0.0","sa658601"
"Ryan Cordell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".280",".366",".646",".276","","71","0.0","0.0","","0.0","0.0","0.0","15181"
"Mark Zagunis","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".312",".347",".659",".289","","75","0.0","0.0","","0.0","0.0","0.0","16565"
"Bryce Johnson","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".303",".330",".634",".277","","72","0.0","0.0","","0.0","0.0","0.0","sa3004753"
"Cole Sturgeon","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".293",".363",".657",".282","","68","0.0","0.0","","0.0","0.0","0.0","sa709546"
"Carlos Tocci","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".294",".336",".630",".274","","66","0.0","0.0","","0.0","0.0","0.0","14558"
"Dariel Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".292",".393",".685",".290","","77","0.0","0.0","","0.0","0.0","0.0","15580"
"Kort Peterson","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".277",".376",".653",".277","","68","0.0","0.0","","0.0","0.0","0.0","sa874104"
"Oscar Gonzalez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".281",".383",".664",".281","","68","0.0","0.0","","0.0","0.0","0.0","sa872782"
"Blake Perkins","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".298",".337",".636",".277","","68","0.0","0.0","","0.0","0.0","0.0","sa874806"
"Conner Capel","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".284",".368",".651",".278","","71","0.0","0.0","","0.0","0.0","0.0","sa918012"
"Bligh Madris","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".292",".364",".656",".280","","71","0.0","0.0","","0.0","0.0","0.0","sa3004165"
"BJ Boyd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".296",".351",".646",".278","","69","0.0","0.0","","0.0","0.0","0.0","sa657987"
